Request,Politeness
"You said ''undo. Raggz, you added the tag and THEN mentioned it on talk- you did not gain consensus first or even wait for anyone to discuss it.'' Is consensus required to add a tag?",0
"I seem to have stuffed up creating 4 April 2009 very badly. Can you help?",1
"You're welcome to revert edits, but I'm puzzled as to why you reverted this one - it seems absolutely essential to me the give a summary of Genesis 1. And if you revert Gen1, why leave Gen2?",0
"I was about to participate in the Afd on Wooster Greeks. You've reverted yourself and re-closed it?",0
"What do you mean personal attack? Why don't site what my personal attack is?",0
"Thanks for your response. What happens now?",1
"Eh? No, those facts were correct, why do you think they were not?",0
"I understood just fine, but wasn't at my computer. Are you in a hurry?",0
"I've always been intrigued by 'dark-complected man.' What's with the radio, and fist in the air?",0
"Your early edit's clearly indicate that you were not a newbie. How do explain this?",0
"Instead of another 3O, why don't you put in a <url>. And no, it's not a threat - it's an observation - why don't you <url>?",0
"Great Article RaveenS, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",1
"Cool, Thanks, do you want to add it to their list? or can I?",1
"Sorry for the delay in responding. The problems seems to have calmed down at this point, is that correct?",1
"PS - surprised you didn't make the annoucement in your blog. Trying to fool your hordes of devoted readers?",0
"I haven't. What are you referring to?",0
"So you see KV, just in case you missed the point, you are in the naughty chair in the naughty corner because of your own baloney, baloney that you bring yourself. Now, didn't you like that story?",0
"It's not too long, certainly; but the extended quote does look a bit out of place there. Perhaps it would be possible to move the bulk of the quote into the body of the article and leave a short phrase or two that could be inline with the second paragraph?",1
"BTW, I translated the page to the best of my ability (my Spanish only carried me so far). Do you speak Portuguese?",1
"Huh? Is that a web address or a wikilink?",0
"Actually, I am concerned that you had completely removed verifiable facts of which I had included the references. Would you please explain why you had removed the entire section I wrote on Collection Agencies in Canada?",0
"I was confused by darkhad being translated as sacred ones, when the usual translation I know is smith or craftsman (kind of). Was I at least correct in being confused?",1
"Don't worry I understand. Using igloo I assume?",1
"could you email me when you get a chance? not having any luck this end, must be spam filters blocking?",1
"Yeah, I'm not sure that I care one way or another, but the 3RR is clearly incorrect. And what happened to <url>?",0
"I noticed your Original Research notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",1
"During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?",0
"Thank you for your answer. What are the sources for region 4 (Australia) release dates?",1
"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",1
"Good day, sorry to bother you. Is the 2:00 am news brief called eyewitness news everynite, and if it is do they play move closer to your world?",1
"One to go. Shouldn't now welcome be not welcome?",0
"I don;t like commons because when i try to link things in the description it never works because it links only to commons. what is that?",0
"I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?",0
"I agree with Orlady here; full-protection, a fairly serious position when we're talking about an encyclopedia anyone can edit, is only to be taken out as a last (reasonable) resort. Since both participants to the dispute are now blocked, is there any reason for the protection to be necessary?",1
